analysis	cohort	sample	signal	width	jsd	tv	hellinger	oops_ap	zoops_ap	oops_conf	zoops_conf	zoops_fraction	oops_resampling	zoops_resampling
ctcf_initial	mcf7-encsr000ahd	3	100.0	19	0.0005152764813507252			0.7610552911706608	0.7638903411509037	7.214113256778247	7.21833947088889	0.966	0.0026937716213725864	0.002458031512669621
ctcf_initial	mcf7-encsr000ahd	4	0.0	19	0.45530171246912526			0.07040599076378426	0.07384920446638575	5.662159989963264	6.614572849459801	0.169	0.005098434906437651	0.008514429681441081
ctcf_initial	mcf7-encsr000ahd	4	10.0	19	0.46165231615395025			0.07113586474162659	0.0740647739423969	5.296325684421942	6.436084031737859	0.143	0.10844983867368256	0.009062446633073595
ctcf_initial	mcf7-encsr000ahd	4	25.0	19	0.4590240830952476			0.07151266872463218	0.07434534442948496	4.632018973815145	6.28500788576025	0.128	0.10699816684441062	0.43889961220455903
ctcf_initial	mcf7-encsr000ahd	4	50.0	19	0.45672067946374906			0.0734992096932847	0.07430114448953953	0.0	5.849883183163543	0.089	0.11651180357934436	0.01532325571496321
ctcf_initial	mcf7-encsr000ahd	4	75.0	19	0.005694983370285532			0.7157562867492698	0.7536057691837409	6.623960067893563	6.809128619833219	0.752	0.18699447174930833	0.19458543687703644
ctcf_initial	mcf7-encsr000ahd	4	100.0	19	0.00016754407638124025			0.7657322185067706	0.7669648674338773	7.25899219975746	7.265286971818839	0.987	0.1023305031290919	0.00330151818671662
ctcf_initial	mcf7-encsr000ahd	5	0.0	19	0.3394946629475874			0.06986200102041935	0.07318585434787267	5.767964859408779	6.564729317808176	0.165	0.10737513879543012	0.5537575155777061
ctcf_initial	mcf7-encsr000ahd	5	10.0	19	0.10883919365162441			0.0703184353581006	0.0714584959220565	5.539390728788136	6.490862394331629	0.163	0.008302732516038112	0.462749877099422
ctcf_initial	mcf7-encsr000ahd	5	25.0	19	0.2089315700766668			0.07102954603971418	0.07152210594110579	4.608828800532592	6.286438541271573	0.133	0.007582045360174337	0.49527994043609935
ctcf_initial	mcf7-encsr000ahd	5	50.0	19	0.22773605074976816			0.07284017624609192	0.07157726652659321	0.0	5.85140114269497	0.09	0.00953745307903139	0.5058071561136183
ctcf_initial	mcf7-encsr000ahd	5	75.0	19	0.16570176672733475			0.7271706747491485	0.7715526879582257	6.540595518098533	6.753969786414152	0.705	0.14861653438955882	0.003711465828736106
ctcf_initial	mcf7-encsr000ahd	5	100.0	19	0.0			0.7696532800563298	0.7696532800563298	7.255335784107525	7.255335784107525	1.0	0.10121725448881976	0.0019341114717016288
